room_type,price,minimum_nights,neighborhood_id,host_id,listing_name,listing_id
Entire home/apt,149,30,106,385520586,Sentral 30+ Day Designer Furnished 1BR w/ Flex Office in Seattle,53009988
Entire home/apt,137,30,103,385511631,Sentral 30+ Day Designer-Furnished 1BR with Flex Office in SLU,51862505
Private room,150,30,123,8501598,"Sequim, Olympic Mountains Wa",1593991
Private room,34,1,104,258796003,Serendipity Room in the Central District,53893335
Entire home/apt,125,2,106,80333752,Serene 1 Bedroom Condo in the Heart of Seattle!,53155876
Entire home/apt,128,3,136,12514491,Serene Getaway in West Seattle,41147776
Entire home/apt,125,2,106,386420269,Serene Home in the Heart of Seattle!,52840676
Entire home/apt,88,1,135,3074414,"Serene Oasis Walk to UW, Trail, U Village B",556175729891933000
Private room,54,1,109,209571,Serene Room in Sunny Cottage near Discovery Park,226536
Entire home/apt,161,31,103,107434423,"Serene SLU 1BR w/ BBQ & Bike Storage, near parks & shops, by Blueground",563656596668761000
Entire home/apt,85,60,133,115260507,Serene Studio View of Lake Washington,34181056
Entire home/apt,140,2,117,5797957,Serene Sun-filled Urban Escape with Lake Views!,15111676
Entire home/apt,97,1,128,29664875,Serene Urban Oasis with a Private Garden and Jacuzzi,19115007
Entire home/apt,869,29,132,22816006,Serene Victorian Views. King Master. 2950sf Parking. Huge,25110702
Entire home/apt,99,2,115,3074414,Serene View in Wallingford 5 min downtown (303),49643243
Entire home/apt,135,30,115,3074414,Serene View New in Convenient Wallingford  302,7604654
Entire home/apt,105,3,135,3074414,Serene W/D  walk toUW/U Village 404,5407311
Entire home/apt,112,30,135,3074414,Serene W/D walk to UW/U Village 203,1365882
Entire home/apt,250,30,109,26231999,Serene waterfront cottage in the heart of Seattle,51713252
Entire home/apt,102,1,102,82555495,Seventeenth Ave Capitol Hill-1BR with Parking,49655943
Entire home/apt,108,1,102,82555495,Seventeenth Ave Capitol Hill-1BR with Parking-2,49717995
Entire home/apt,110,2,134,10977007,Seward Park Cottage,2150760
Entire home/apt,109,3,134,20293076,Seward Park Uplands 1 BR with view,13033576
Entire home/apt,130,2,134,145335954,Seward Park Wisteria Cottage,20379370
Entire home/apt,100,1,134,29995399,Seward Park/Columbia City Suite-Heart Near Lake,16426835
Entire home/apt,287,2,136,12584951,Shady Grove,49589798
Private room,50,30,105,42619492,Share West Seattle Home Long Term Roommates,43661722
Private room,50,30,105,42619492,Share West Seattle Home w/ 2 Long Term Roommates,10790541
Shared room,55,30,106,25971312,Shared Space Main Temple Hondo,5031285
Shared room,55,30,106,25971312,Shared Space Main Temple Hondo 2nd,5031383
Shared room,55,30,106,25971312,Shared Space Main Temple Hondo 3rd,13318575
Shared room,55,30,106,25971312,Shared Space Main Temple Hondo 4th,14555211
Entire home/apt,91,30,107,48005494,Sharp & Pet-Friendly Studio in Interbay + Rooftop,35642001
Entire home/apt,90,2,102,12209677,Shelby Cottage is 5 minutes to UW/Light-Rail,35484644
Entire home/apt,400,2,132,1452570,Shining Starlight house in Seattle,278830
Private room,79,30,132,91766001,Short walk to Space needle,15424249
Entire home/apt,76,30,135,3074414,Short walk to UW Clean Just Right 3,2358140
Entire home/apt,83,30,135,3074414,Short Walk to UW many buslines downtown (2),27270094
Entire home/apt,90,2,135,3074414,"Short Walk to UW, 7 min downtown Top Floor (19)",48422048
Entire home/apt,87,3,135,3074414,"Short Walk to UW, Entire, Super comfortable bed 44",30024068
Entire home/apt,119,3,135,3074414,"Short walk to UW, Spacious & Serene (46)",18349381
Entire home/apt,115,30,135,3074414,"Short walk to UW, Spacious and Relaxing (29)",20367435
Entire home/apt,82,2,135,3074414,"Short walk to UW,Spacious modem in unit (43)",48354117
Entire home/apt,61,1,106,297257820,Simple & Bright Downtown Studio,46578925
Entire home/apt,91,1,118,411777355,"Simple, Well-Kept and Convenient Greenwood Suite!",50920534
Entire home/apt,52,30,100,107605,Simply Ballard Apartment,45059108
Entire home/apt,500,30,104,177435971,Single family house Close to Downtown Seattle,44335762
Entire home/apt,350,30,101,271110898,Single modern house Luxury interior close downtown,554404527383486000
Entire home/apt,203,2,104,72621687,Single-family home in Cherry Hill,47406405
Entire home/apt,125,30,118,84891625,Ski chalet in the city very close to Greenlake.,45080395
Entire home/apt,121,2,103,2070664,Sky Cabin Apartment with Views,706385
Entire home/apt,84,3,136,37349992,"Skylights, Privacy & Convenience",7131797
Entire home/apt,154,31,100,107434423,"Sleek Ballard 1BR w/ Rooftop Deck & Yoga, walk to Dining, by Blueground",558447281762087000
Entire home/apt,165,30,103,107434423,"Sleek Belltown 1BR w/ Gym, Rooftop, nr. SLU & Belltown, by Blueground",41976700
Entire home/apt,201,30,102,107434423,"Sleek Capitol Hill 2BR w/ W/D, Rooftop, Lounge, near park, by Blueground",50146918
Entire home/apt,139,31,102,107434423,"Sleek Capitol Hill Studio w/ Gym & Roof Deck, near I-5, by Blueground",542645653420285000
Entire home/apt,108,30,102,107434423,"Sleek Capitol Hill Studio w/ Rooftop, Pet Area, near bars, by Blueground",48727524
Entire home/apt,122,31,106,107434423,"Sleek Downtown 1BR w/ Gym, Roof Deck, near Pike St Market, by Blueground",52892712
Entire home/apt,156,30,106,107434423,"Sleek Downtown 1BR w/ Gym, W/D, walkable location, by Blueground",45870481
Entire home/apt,149,31,106,107434423,"Sleek Downtown Studio w/ Gym & W/D, near Pike Pl Market, by Blueground",53963890
Entire home/apt,107,30,110,121688409,"Sleek Modern Home w/ Patio, 8 Mi to Dtwn Seattle!",34781110
Entire home/apt,115,31,101,107434423,"Sleek Mt Baker 1BR w/ Gym, Rooftop & W/D, near light rail, by Blueground",588226983891685000
Entire home/apt,136,30,106,107434423,"Sleek Pioneer Square 1BR w/ Gym, W/D, nr. Occidental Sq, by Blueground",45855850
Entire home/apt,77,2,114,121688409,Sleek Seattle Studio 5 Min to Downtown Ballard!,22493797
Entire home/apt,177,31,103,107434423,"Sleek SLU 1BR w/ Gym & Parking, walk to Space Needle, by Blueground",563661630417720000
Entire home/apt,131,31,103,107434423,"Sleek SLU Studio w/ Game Room & Gym, walk to Space Needle, by Blueground",53268785
Entire home/apt,170,30,106,107434423,"Sleek South Lake Union 1BR w/ Gym, Doorman, nr. Amazon, by Blueground",42681692
Entire home/apt,132,31,103,107434423,"Sleek South Lake Union 1BR w/ W/D & Gym, near Space Needle, by Blueground",52506764
Entire home/apt,211,31,103,107434423,"Sleek South Lake Union 2BR w/ Gym & W/D, near Space Needle, by Blueground",542638097895900000
Entire home/apt,236,31,103,107434423,"Sleek South Lake Union 2BR w/ Gym, W/D, Space Needle view, by Blueground",51812391
Entire home/apt,122,30,103,107434423,"Sleek South Lake Union Studio w/  W/D, Storage, by Blueground",47988489
Entire home/apt,123,30,103,107434423,"Sleek South Lake Union Studio w/ Gym, W/D, walk to Amazon, by Blueground",42375389
Entire home/apt,300,2,102,104834083,Sleek Townhome W/ Private Rooftop Deck & Incredible Views in Capitol Hill!,52756136
Entire home/apt,146,30,100,112448661,Sleek Urban Ballard studio w/ patio & fireplace -  walk to Golden Gardens Park!,33400483
Private room,98,30,109,43281593,Sleep in Seattle close to all,14167055
Private room,98,30,109,43281593,Sleep in Seattle-close to all,8207987
Private room,65,2,108,53169216,Sleep well in Seattle!,10332096
Entire home/apt,241,2,103,385258819,Sleeping with some Seattle’s most iconic views,53991600
Entire home/apt,960,30,103,1639677,sleepless in seattle,27144007
Private room,84,1,104,10737624,Sleepless in Seattle,3578755
Entire home/apt,109,1,103,384965760,Sleepless in Seattle houseboat,53532855
Entire home/apt,299,2,106,38382317,SLU Luxury Unit in the middle of Amazon's HQ,27960420
Private room,48,30,104,19304546,Small Bedroom Perfect for Traveling Professionals,49381773
Private room,34,30,101,278405609,"Small harry potter closet; fast wifi, in downtown",54069308
Entire home/apt,116,3,104,87816533,Small Oasis in the City,40373705
Entire home/apt,88,30,104,99393157,Small quaint 1 bed Seattle Apartment,26721802
Entire home/apt,144,30,103,107434423,"Smart Belltown 1BR w/ Gym, Rooftop, nr. Space Needle, by Blueground",42031254
Entire home/apt,146,30,106,107434423,"Smart Downtown 1BR w/ Gym, W/D, walkable location, by Blueground",45134970
Entire home/apt,173,30,132,107434423,"Smart Lower Queen Anne 1BR w/ Gym, W/D, nr. Restos, by Blueground",42375633
Entire home/apt,182,30,103,107434423,"Smart South Lake Union 1BR w/ Gym, W/D, nr. Whole Foods by Blueground",42065054
Entire home/apt,164,30,103,107434423,"Smart South Lake Union 1BR w/ Gym, walk to Space Needle, by Blueground",47042157
Entire home/apt,257,30,106,107434423,"Smart South Lake Union 2BR w/ Gym, Rooftop, nr. Amazon, by Blueground",42681629
Entire home/apt,165,4,124,95570325,Smart Townhome Quiet Ballard (Fast Internet),15456841
Entire home/apt,60,1,117,444050089,Snug Suite Near Greenlake!,559332328564007000
Entire home/apt,361,30,100,194607395,Soak up the Serenity at a Zen Gem in the Heart of Ballard,25896487
Entire home/apt,100,30,106,256722917,SoBe Third Ave Apartments,46770775
Entire home/apt,114,30,106,256722917,SoBe Third Ave Apartments,46770777
Entire home/apt,131,30,106,256722917,SoBe Third Ave Apartments,46770781
Entire home/apt,105,1,106,256722917,SoBe Third Ave Apartments,46770783
Entire home/apt,82,1,106,256722917,SoBe Third Ave Apartments 30 Day Stays,46770776
Entire home/apt,446,30,106,256722917,SoBe Third Ave Apartments 30 Day Stays Two Bedroom,37853385
Entire home/apt,87,1,106,4730169,Sofia-A LEED Platinum Apt by Downtown,26526206
Entire home/apt,264,30,104,393164752,"Solitude 1.9 mi from downtown, hospitals & sports",48737264
Entire home/apt,294,2,102,219526255,Sonder at Solis   One-Bedroom Apartment,44233690
Entire home/apt,300,2,104,219526255,Sonder at Solis   One-Bedroom Apartment w/ Balcony,44233827
Entire home/apt,294,2,102,219526255,Sonder at Solis   Spacious One-Bedroom Apartment,44233839
Entire home/apt,151,2,102,219526255,Sonder at Solis   Studio Apartment,44233652
Entire home/apt,285,2,102,219526255,Sonder at Solis   Superior One-Bedroom Apartment,44233706
Entire home/apt,220,2,102,219526255,Sonder at Solis   Two-Bedroom Apartment w/ Balcony,44233744
Private room,113,30,106,219526255,Sonder The Boylston    Accessible Queen Room,53272402
Private room,118,30,106,219526255,Sonder The Boylston   Accessible Full Room,53272862
Private room,115,30,106,219526255,Sonder The Boylston   Full Room,53272938
Private room,122,30,106,219526255,Sonder The Boylston   Garden-Level Queen Room,52406448
Private room,136,30,102,219526255,Sonder The Boylston   Queen Room,54017072
Private room,166,30,102,219526255,Sonder The Boylston   Queen Room w/ Balcony,54016301
Private room,130,30,106,219526255,Sonder The Boylston   Stellar Queen Room,52406576
Private room,123,30,106,219526255,Sonder The Boylston   Superior Queen Room,52417453
Entire home/apt,179,1,110,302194048,Songbird Suite - Spacious Maple Leaf Guest Suite,39398514
Entire home/apt,219,2,104,28420265,Sophisticated Home with Breathtaking City Views,36608970
Entire home/apt,112,1,102,9840816,Sophisticated Studio with Breathtaking Views of Seattle,9580021
Entire home/apt,137,3,136,280697623,Sound View Retreat at Alki Beach,51427228
Entire home/apt,90,30,103,158313246,South Lake Union Retreat,36641702
Private room,86,2,127,21506921,South Park Rain Garden Suite,48884001
Private room,61,30,129,10392662,South Room in Cozy Charming 1905 Cottage,2710274
Entire home/apt,108,2,133,29819513,South Seattle Stay - 4 blocks to lake,46731714
Entire home/apt,250,2,133,136214203,South Side Bungalow,49738724
Entire home/apt,126,2,113,65238919,Southern Bryant Suite,23878580
Entire home/apt,257,1,118,17834927,Spa Retreat with Finnish Sauna and Saltwater Hot Tub.,3543247
Entire home/apt,119,30,132,99932610,Space Needle - Fantastic Location Downtown Seattle,51717316
Entire home/apt,104,30,132,99932610,Space Needle - Spacious Studio - Long Stays,47982947
Entire home/apt,124,1,106,12856022,Space Needle Airbnb: 2 Bed/Bath + Small Parking,22131341
Entire home/apt,136,5,106,13786062,Space Needle Condo,2693672
Entire home/apt,290,1,106,23165254,SPACE NEEDLE DOWNTOWN MODERN TOP STORY PENTHOUSE,18871432
Entire home/apt,89,1,132,8916363,Space Needle Studio,41709982
Entire home/apt,196,1,106,138924514,Space Needle view apartment w/ shared hot tub and pool!,19785983
Entire home/apt,139,3,106,86157147,Space Needle View!,22036022
Entire home/apt,143,7,100,213636683,"SPACE VILLA: Beautiful views, closer to Amazon",52733946
Entire home/apt,350,4,100,2317941,"Space, Style, and Western Views",560950783419146000
Entire home/apt,135,3,112,8414513,Spacious & bright 2br mid-century,6797786
Entire home/apt,197,1,104,398317720,"Spacious & cozy 3BR/3BA townhome with parking, great space for family",52226881
Entire home/apt,119,30,102,1121532,Spacious & Mod on Capitol Hill Great Monthly Rates,40805092
Entire home/apt,180,2,133,145720154,Spacious & Newly remodeled 3BR in heart of Seattle,42861356
Private room,50,1,105,79736315,Spacious & Private Modern Townhome Near Seattle,47583939
Entire home/apt,281,2,101,230248235,Spacious & private Seattle retreat in Beacon Hill,30772471
Entire home/apt,195,30,118,4843543,Spacious * Work Space * Ideal for Extended Stay,23687940
Entire home/apt,162,1,102,100208194,Spacious 1 Bed + Studio ★ Free Parking ★ Zen Patio,47982357
Entire home/apt,107,30,136,43428773,Spacious 1-BDRM Apartment in West Seattle,16338772
Entire home/apt,69,3,134,234147890,"Spacious 1BR Apt in Seward Park, Seattle",31287568
Entire home/apt,99,2,115,14012754,Spacious 1BR in upper Fremont,4100009
Entire home/apt,205,3,106,86157147,spacious 2 bed/2 bath with kick *ss views,28466540
Entire home/apt,109,2,135,15448957,Spacious 2 Bedroom Apartment near UW,33120365
Entire home/apt,110,3,125,50862682,Spacious 2 bedroom flat near U.W.,9887142
Entire home/apt,235,2,106,80333752,Spacious 2 Bedroom in the Heart of Seattle!,48826380
Entire home/apt,122,3,105,10477566,Spacious 2 bedroom unit with yard & firepit.,48044333
Entire home/apt,147,2,106,37283489,Spacious 2 BR 1.5 Bath A+ Location   Free Parking,7116795
Entire home/apt,146,1,133,145720154,Spacious 2 Br unit in the heart of Seattle,31116686
Entire home/apt,135,5,129,832888,Spacious 2 brd close to everything,3739681
Entire home/apt,180,2,100,411134669,Spacious 2Br 2Bath condo with fireplace and patio,52153305
Entire home/apt,113,30,132,15616324,Spacious 2BR Home Near Seattle Center - 7 min walk,46090721
Entire home/apt,122,2,101,48869167,"Spacious 2br/1ba   2mi to DT, Near Hip Bars & Food",53895356
Entire home/apt,120,30,133,364725335,Spacious 3 bedroom -- Quiet location,45162763
Entire home/apt,189,28,132,424931782,Spacious 3 Bedroom Home atop Queen Anne Hill,52518694
Entire home/apt,184,2,104,53454809,Spacious 3BR townhouse centrally located in SEA,42712915
Entire home/apt,204,2,133,445730498,Spacious 4 Bedroom House in Quiet Neighborhood,565326938146192000
Private room,80,3,110,42777993,Spacious 400sqft Private Queen suite!,8101042
Entire home/apt,525,30,129,282364,Spacious 4bd Victorian in Wallingford with Views,14716424
Entire home/apt,205,2,110,25961174,Spacious 4BR⚡️Gym/WiFi/Lightrail⚡️Pet&Kid Friendly!,37112808
Private room,100,30,111,87499342,"Spacious and kid-friendly  2  BR, shared house.",26607432
Entire home/apt,369,2,132,183255783,SPACIOUS and MODERN first-level suite to yourself!,25115867
Entire home/apt,133,3,104,21730644,"Spacious and private mother-in-law, great location",50366090
Entire home/apt,115,3,133,339435953,Spacious and Secluded Unit in the Heart of Seattle,42610224
Entire home/apt,115,30,100,58264095,Spacious Ballard Craftsman apartment,39920553
Entire home/apt,400,30,115,707453,Spacious Ballard Tudor: Cozy Family Home w/ View,45605129
Entire home/apt,159,2,125,103482739,Spacious Bryant Retreat,33406731
Entire home/apt,159,30,105,116763780,Spacious Cape Cod Home in West Seattle,19213509
Entire home/apt,151,2,102,3335257,Spacious Capitol Hill Apartment w/ Parking,45993748
Entire home/apt,234,2,102,255838177,Spacious Capitol Hill Home - Centrally Located!,560155386366785000
Entire home/apt,165,1,102,47332984,Spacious Capitol Hill Home Base,36316902
Private room,85,2,104,36370441,Spacious central studio with private bath,54397152
Entire home/apt,108,2,104,115520953,"Spacious Contact-less Apt, Centrally located",22816524
Entire home/apt,202,30,134,132729805,Spacious cottage in Columbia City/Seward Park,21472412
Entire home/apt,113,1,100,109645574,Spacious Cute Studio- Heart of Ballard/Seattle,53717282
Entire home/apt,198,30,100,256317110,Spacious Downtown Ballard  Seattle Near Everything,52412471
Entire home/apt,122,2,100,3557909,Spacious Downtown Ballard Craftsman (6 beds),39366283
Entire home/apt,129,1,128,6726676,Spacious Family Retreat with Lake & Mountain Views,48933171
Entire home/apt,125,2,102,593515,Spacious Garden Apartment,33252187
Entire home/apt,94,3,115,41190810,Spacious Garden Hideaway in Fremont,25618985
Entire home/apt,99,30,113,3074414,Spacious Green Lake & Bryant Cathedral /UW (9),43958243
Entire home/apt,104,30,113,3074414,Spacious Green Lake & Bryant/UW (4),5340242
Entire home/apt,542,6,109,1281652,"SPACIOUS HOME in Quiet Neighborhood, Pet Friendly!",33020993
Entire home/apt,154,2,100,210983160,Spacious Independent 1 BR. Ballard Apartment,28051388
Entire home/apt,110,30,110,40903607,Spacious Japanese Garden Retreat,12972434
Entire home/apt,100,1,122,41402752,Spacious Laurelhurst Hideaway,8612922
Entire home/apt,160,30,109,1522662,Spacious Magnolia Home,42488475
Entire home/apt,125,1,109,1806062,Spacious Magnolia Studio Minutes from Downtown,16027121
Entire home/apt,142,2,102,65759888,Spacious MIL Montlake apt. near U.W. 2bd+2bth gem!,12224432
Entire home/apt,699,30,105,233495521,Spacious Modern Luxury - New 3 Bedroom 2 Bath Home,31219270
Entire home/apt,104,2,117,230270645,Spacious modern studio one block from Green Lake,30775742
Private room,89,30,110,135304150,Spacious No. Seattle (Maple Leaf) Mother in Law,19635987
Entire home/apt,93,30,110,105567017,Spacious One Bedroom with Gourmet Kitchen,18633109
Private room,40,30,104,81206141,Spacious Private Bedroom Near Madrona,19575179
Private room,72,2,104,11464597,Spacious Private Room in Central District,27292154
Private room,65,30,109,133284367,"Spacious Private Room in Magnolia, Seattle",19804511
Entire home/apt,89,30,125,3074414,Spacious quiet/deck Ravenna UW 04-5,620518
Entire home/apt,162,1,102,314521613,"Spacious Remodel w Views, Balcony, Woodfireplace ★",40591370
Entire home/apt,175,3,101,4656446,Spacious Remodeled Beacon Hill Apartment Sleeps 4,50797282
Private room,70,30,125,3074414,Spacious Remodled Attic in U Village/UW,5980730
Private room,70,30,135,28715163,Spacious Room in the U District,7387294
Private room,85,1,105,45329766,Spacious Room w/TV in Shared Home Near Downtown,9435521
Private room,89,11,105,45329766,Spacious room w/TV in shared home near downtown,21548484
Entire home/apt,166,2,133,13621927,Spacious Seattle Duplex for Families & Pets,13661449
Entire home/apt,136,1,132,8355603,"Spacious Seattle Gem - 1000 sq ft ,  1b/1ba",17190446
Entire home/apt,260,2,101,77736056,SPACIOUS SEATTLE HOME   3BR 2BA   PRIVATE BACKYARD,37354182
Entire home/apt,450,21,136,66755146,Spacious Seattle House with A/C,12359179
Private room,163,1,123,54660,Spacious SEAVIEW SUITE at Luxury Estate,32747568
Entire home/apt,129,30,130,66529538,Spacious Self-Contained Garden Suite near UW,22627982
Entire home/apt,202,30,103,107434423,"Spacious South Lake Union 2BR w/ Gym, Parking, Roof Deck, by Blueground",48217817
Entire home/apt,100,30,104,17571737,Spacious spot in central location,4432489
Entire home/apt,53,30,106,986445,Spacious studio apt near Capitol Hill & Seattle U,16256640
Entire home/apt,42,30,108,126116834,Spacious Studio Apt. close to UWMC and Children’s,47188664
Entire home/apt,73,2,132,99932610,Spacious Studio at the Space Needle,584833663081821000
Entire home/apt,105,30,132,99932610,Spacious Studio in Lower Queen Anne,48591264
Entire home/apt,155,1,132,66838530,Spacious studio just a short walk to  SpaceNeedle,50243733
Entire home/apt,95,30,132,46123709,Spacious Studio on Queen Anne,50956836
Entire home/apt,110,30,132,99932610,Spacious Studio with Big Kitchen - Great Location,548679172974223000
Entire home/apt,75,2,126,7506078,Spacious Studio-94 Walk Score 1 Block to LightRail,37018606
Entire home/apt,150,2,111,6239614,Spacious Sunny Midcentury Home Base,49670559
Entire home/apt,219,1,102,17467433,Spacious Top Floor Condo in Heart of Capitol Hill,6020821
Entire home/apt,87,30,106,41285599,Spacious Top Floor International District Apt,16650261
Entire home/apt,73,2,132,99932610,Spacious Top Floor Studio in Great Uptown Location,558783362560697000
Entire home/apt,250,2,132,10211989,Spacious Two Bedroom Tudor in Upper Queen Anne,569493995003412000
Entire home/apt,135,2,105,38862898,"Spacious two bedroom, large fenced in yard",39358438
Entire home/apt,119,1,129,129589789,Spacious U-District studio very central & quiet,52518119
Private room,90,30,114,170418406,Spacious Upstairs Bedroom with Great View,39488399
Entire home/apt,137,2,106,48416955,Spacious Urban Condo Steps from Stadium,53013113
Entire home/apt,336,2,129,275083908,Spacious Wallingford House with Lake Union Views,36607801
Entire home/apt,125,1,106,162181553,Spacious Water View Comfy Downtown Flat,51170440
Entire home/apt,67,30,105,3690557,Spacious West Seattle Home,31391400
Entire home/apt,119,1,105,926885,Spacious West Seattle Mid Century Modern In-law,677365
Entire home/apt,250,30,105,17774840,"Spacious, family-friendly home, quiet neighborhood",37833795
Entire home/apt,150,2,106,1838818,"Spacious, gorgeous loft with tons of character",14760988
Entire home/apt,97,2,117,60646339,"Spacious, light-filled garden view studio",555770269092926000
Private room,99,3,100,2372441,"Spacious, Lovely, Sunlit Room with Private Outdoor Balcony",19675398
Entire home/apt,131,30,115,19598332,"Spacious, Modern Studio in Fremont",6087451
Entire home/apt,119,30,102,1121532,"Spacious, MODERN,  LOCATION",2970666
Entire home/apt,220,2,101,9561032,"Spacious, newly remodeled unit near downtown",45481895
Entire home/apt,65,1,108,283980553,"Spacious, private 1 Bedroom",37589026
Private room,80,2,132,1628476,"Spacious, private apartment on Queen Anne Hill",4324917
Entire home/apt,100,1,135,3074414,"Spacious, Quiet U Village W/D (204)",54199286
Entire home/apt,247,2,133,432675332,SPACIOUSHOME 2K*2Q*3.5BATH*FASTWIFI*LOCATION10/10!,53436846
Entire home/apt,206,30,102,161841146,Spa-Like View 3 Bedroom w/Parking in City Heart,22160061
Entire home/apt,92,30,104,6592975,Sparkling Clean Guest House: Short/Long Rental,1351716
Entire home/apt,251,3,102,17986403,"Sparkling Clean Twnhse, Prvt Rooftop, Free Parking",32595122
Entire home/apt,62,1,116,16993,Sparkling Suite in Georgetown Townhome!,45468065
Entire home/apt,195,2,117,435719143,"Special rate-3brs home-close to lake, restaurants",53793013
Entire home/apt,257,3,132,40706640,Spectacular Apt in 5-STAR Home -Mt. & Sunset views,16962405
Entire home/apt,87,1,129,231340748,Spectacular Lake Union View & High Speed Internet,31040215
Entire home/apt,211,30,109,5011779,Spectacular Magnolia View Home,7676574
Entire home/apt,375,2,132,3792761,SPECTACULAR PUGET SOUND VIEWS,21014515
Entire home/apt,90,2,136,8607308,Spectacular View Apartment,4030640
Entire home/apt,225,1,136,84358304,Spectacular View Master Suite,14124903
Entire home/apt,171,2,104,1870462,Spectacular View on Capitol Hill,5328449
Entire home/apt,196,3,106,151988464,Spectacular Views from a Waterfront Condo near Pike Place,21083795
Entire home/apt,170,1,129,231340748,"Spectacular Views- Skyline & Lake Union, Hi Speed Internet",30960947
Entire home/apt,389,2,132,436188583,SPECTACULAR VIEWS!,53848913
Entire home/apt,320,3,106,71872719,Speechless In Seattle! #1 Location - 2BR - Extra Sanitized - Free Parking! (VR1),15820436
Entire home/apt,204,3,106,1787819,St. John's Apt. 203 *Walkscore 99*,1159111
Entire home/apt,224,3,106,1787819,St. John's Apt. 309 *Walkscore 99*,356608
Entire home/apt,79,30,106,1787819,St. John's Apt. 311 *Walkscore 99*,49634821
Entire home/apt,168,30,106,1787819,St. John's Apt. 319 *Walkscore 99*,580815
Private room,83,1,106,1608733,Standard Room A Historic Panama Hotel in Japantown,51644072
Private room,95,1,106,1608733,Standard Room B Historic Panama Hotel in Japantown,51644297
Entire home/apt,89,1,133,3114288,Starbase Lakeridge,13415918
Entire home/apt,282,3,101,658155,Start the Day on the All-White Porch at a Hilltop Home,17569817
Entire home/apt,707,3,102,104834083,"Stately Dog-Friendly Home w/WiFi, Private Washer/Dryer, Fitness Room, and Yard",52687366
Entire home/apt,394,2,132,248962106,Stately Queen Anne House with Bonus Guest Suite,33079261
Entire home/apt,129,3,106,86157147,Stay here and be near EVERYTHING!,20025666
Entire home/apt,129,1,102,180543579,Stay in Cap Hill Steps Away from Broadway St,50936326
Entire home/apt,129,1,102,180543579,Stay in Cap Hill Steps from Broadway-With Parking,50868765
Entire home/apt,127,1,106,107456887,Stay in Vintage Studio Near Belltown,552729624216106000
Entire home/apt,142,2,136,217390660,StayAlki Studio/Parking/Fast WiFi/Steps to Beach,41237942
Entire home/apt,226,30,103,48005494,Stellar Seattle 2BR with Amenities,33742635
Entire home/apt,153,31,103,107434423,"Stellar SLU 1BR w/ Gym & Parking, walk to Space Needle, by Blueground",558417085596986000
Entire home/apt,158,3,102,969503,Stellers House - One Bedroom Apt in Capitol Hill,52810457
Private room,31,30,117,366747971,Steps from Greenlake park and minutes to Seattle,45366316
Entire home/apt,244,3,106,4656446,Steps to Pike Place 2BD Condo Water Courtyard View,53300813
Entire home/apt,486,30,106,256722917,Steps to Pike Place -Awesome 2 Bedroom in Downtown,37853384
Entire home/apt,88,30,135,3074414,Steps to UW Center of attraction Modem & Cable TV,1484595
Entire home/apt,93,2,135,3074414,"Steps to UW, clean and breezy (18)",14217071
Entire home/apt,89,5,135,3074414,"Steps to UW, Neat New kitchen & Bed, fast WiFi",575694895455696000
Entire home/apt,89,30,135,3074414,"Steps to UW, Quiet Top Wood Floor (17)",34879512
Entire home/apt,90,30,135,3074414,"Steps to UW, Top floor clean and breezy (16)",34623511
Entire home/apt,97,2,135,3074414,"Steps to UW, Wood Floor Remodeled 11",13658425
Entire home/apt,97,30,100,121688409,Storybook Seattle Home in the Old Ballard District,24653260
Entire home/apt,156,2,106,31604886,Stroll Through Westlake Park from a Downtown Home,18979781
Entire home/apt,694,2,102,28420265,Stroll to heart of Cap Hill from a Mini-mansion,52861062
Entire home/apt,203,2,105,8146482,Stroll to park close to beach with rooftop hangout,46589466
Entire home/apt,164,2,102,28420265,Stroll to Pike/Space Needle from a Cap Hill Loft,42511001
Entire home/apt,158,30,106,171175671,Stroll to Pikes Market Waterfront Condo With Balcony,23060625
Entire home/apt,87,30,135,3074414,Strong WiFi 3 Min walk UW Clean (7),1531351
Entire home/apt,120,5,104,198522296,Studio Apt @ The Purple Place on 18th,32410643
Entire home/apt,69,1,135,11715008,Studio close to UW-Perfect for Student and Visitor,43034874
Entire home/apt,70,3,136,31557123,Studio Cottage in Fauntleroy Neighborhood,41174101
Private room,60,4,129,53026081,Studio guest suite near Greenlake/University,50247387
Entire home/apt,116,30,129,48005494,Studio in Hip Seattle Neighborhood,33586036
Entire home/apt,62,30,100,430106444,Studio in the heart of Ballard!,53132286
Entire home/apt,98,3,106,340706410,Studio in the heart of Seattle - Fast WiFi & AC.,50796252
Entire home/apt,113,30,106,220390118,Studio in walkable 📍 location near 🏥 🚇 🏪,52905547
Entire home/apt,88,5,104,4485958,Studio Loft Garden Cottage,2612399
Entire home/apt,98,2,102,26648538,Studio Loft in Capitol Hill,51268405
Entire home/apt,99,1,104,152734194,Studio sleeps,52300674
Entire home/apt,71,1,104,152734194,Studio sleeps in Seattle,50799736
Entire home/apt,89,1,104,152734194,Studio sleeps Seattle view,50808120
Entire home/apt,93,30,101,448774474,Studio w/ Kitchen close to downtown!,579047577644668000
Entire home/apt,110,30,132,99932610,Studio with Remodeled Kitchen and Large Bonus Room,48173400
Entire home/apt,126,3,103,86157147,Studio with Space Needle View!,48214818
Entire home/apt,95,1,118,130681888,Stunner 3 BR MIL w/ Patio & Deck Near Green Lake!,40470400
